9,1,0,29000,0.003921038
9,1,1,22700,0.003069227
9,1,2,34500,0.004664684
9,1,3,47000,0.006354786
9,1,4,42200,0.005705787
9,1,5,43900,0.005935641
9,1,6,49300,0.006665765
10,0,0,18100,0.002447269
10,0,1,14200,0.001919957
10,0,2,20300,0.002744727
10,0,3,18300,0.00247431
10,0,4,20500,0.002771769
10,0,5,25800,0.003488372
10,0,6,25300,0.003420768
10,1,0,16800,0.002271498
10,1,1,13300,0.001798269
10,1,2,24100,0.003258518
10,1,3,30000,0.004056247
10,1,4,28700,0.003880476
10,1,5,27600,0.003731747
10,1,6,27000,0.003650622
11,0,0,29100,0.003934559
11,0,1,22500,0.003042185
11,0,2,30200,0.004083288
11,0,3,31000,0.004191455
11,0,4,35000,0.004732288
11,0,5,40500,0.005475933
11,0,6,41100,0.005557058
11,1,0,28700,0.003880476
11,1,1,22300,0.003015143
11,1,2,34600,0.004678204
11,1,3,47200,0.006381828
11,1,4,46100,0.006233099
11,1,5,42700,0.005773391
11,1,6,44100,0.005962683
12,0,0,40400,0.005462412
12,0,1,30100,0.004069767
12,0,2,41700,0.005638183
12,0,3,43300,0.005854516
12,0,4,40700,0.005502975
12,0,5,47900,0.006476474
12,0,6,52000,0.007030827
12,1,0,37900,0.005124392
12,1,1,28400,0.003839913
12,1,2,49600,0.006706328
12,1,3,66800,0.009031909
12,1,4,54500,0.007368848
12,1,5,51900,0.007017307
12,1,6,55500,0.007504056
13,0,0,20300,0.002744727
13,0,1,14500,0.001960519
13,0,2,19300,0.002609519
13,0,3,20600,0.002785289
13,0,4,21000,0.002839373
13,0,5,25700,0.003474851
13,0,6,25900,0.003501893
13,1,0,19600,0.002650081
13,1,1,14100,0.001906436
13,1,2,22000,0.002974581
13,1,3,31600,0.00427258
13,1,4,27300,0.003691184
13,1,5,25400,0.003434289
13,1,6,27200,0.003677664
14,0,0,17700,0.002393186
14,0,1,13500,0.001825311
14,0,2,19600,0.002650081
14,0,3,18700,0.002528394
14,0,4,20900,0.002825852
14,0,5,24700,0.003339643
14,0,6,25100,0.003393726
14,1,0,17500,0.002366144
14,1,1,13300,0.001798269
14,1,2,23200,0.003136831
14,1,3,29600,0.004002163
14,1,4,28600,0.003866955
14,1,5,27800,0.003758789
14,1,6,27600,0.003731747
15,0,0,41100,0.005557058
15,0,1,31500,0.004259059
15,0,2,40100,0.00542185
15,0,3,39800,0.005381287
15,0,4,47900,0.006476474
15,0,5,54100,0.007314765
15,0,6,56800,0.007679827
15,1,0,38600,0.005219037
15,1,1,30800,0.004164413
15,1,2,49600,0.006706328
15,1,3,63100,0.008531639
15,1,4,66400,0.008977826
15,1,5,58500,0.007909681
15,1,6,66600,0.009004867
16,0,0,27500,0.003718226
16,0,1,20900,0.002825852
16,0,2,30000,0.004056247
16,0,3,30700,0.004150892
16,0,4,30500,0.004123851
16,0,5,36400,0.004921579
16,0,6,37700,0.00509735
16,1,0,26300,0.003555976
16,1,1,19900,0.002690644
16,1,2,39700,0.005367766
16,1,3,47000,0.006354786
16,1,4,41500,0.005611141
16,1,5,41000,0.005543537
16,1,6,43600,0.005895078
17,0,0,12700,0.001717144
17,0,1,8300,0.001122228
17,0,2,11900,0.001608978
17,0,3,12800,0.001730665
17,0,4,10600,0.001433207
17,0,5,13500,0.001825311
17,0,6,15000,0.002028123
17,1,0,11700,0.001581936
17,1,1,8700,0.001176312
17,1,2,18700,0.002528394
17,1,3,17600,0.002379665
17,1,4,13900,0.001879394
17,1,5,14100,0.001906436
17,1,6,15200,0.002055165
